3 | extra cellular matrix | motor protein | nuclear-envelope | carbon skeleton 
2075 | peroxisome | protein enzyme | second electron-shell | first electron-shell 
2076 | peroxisome | protein enzyme | second electron-shell | first electron-shell 
2085 | methyl group | hydrogen atom | chloroplast | stroma 
2086 | capsule | cell wall | tertiary protein structure | hydrogen-bond 
2086 | capsule | cell wall | tertiary protein structure | van der waals interaction 
2086 | capsule | cell wall | tertiary protein structure | hydrophobic interaction 
2086 | capsule | cell wall | tertiary protein structure | secondary structure 
2087 | capsule | cell wall | nuclear-envelope | carbon skeleton 
2097 | chloroplast | stroma | membrane | carbon skeleton 
2102 | amino group | nitrogen atom | chloroplast | stroma 
2103 | amino group | hydrogen atom | chloroplast | stroma 
2104 | atomic nucleus | proton | amyloplast | starch 
2105 | amino group | nitrogen atom | cisternal space | aqueous solution 
2106 | amino group | hydrogen atom | cisternal space | aqueous solution 
2109 | sulfhydryl group | sulfur atom | chloroplast | stroma 
2110 | sulfhydryl group | hydrogen atom | chloroplast | stroma 
2115 | leaf | oxygen molecule | thylakoid space | aqueous solution 
2115 | leaf | oxygen molecule | thylakoid space | aqueous solution 
2116 | secondary structure | primary structure | nuclear-envelope | carbon skeleton 
2117 | secondary structure | hydrogen-bond | nuclear-envelope | carbon skeleton 
2120 | capsule | cell wall | membrane | carbon skeleton 
2127 | secondary structure | primary structure | nuclear-envelope | carbon skeleton 
2128 | secondary structure | hydrogen-bond | nuclear-envelope | carbon skeleton 
2129 | carboxyl group | hydrogen atom | secondary structure | primary structure 
2129 | carboxyl group | hydrogen atom | secondary structure | hydrogen-bond 
2130 | carboxyl group | oxygen atom | secondary structure | primary structure 
2130 | carboxyl group | oxygen atom | secondary structure | hydrogen-bond 
2131 | carboxyl group | oxygen atom | secondary structure | primary structure 
2131 | carboxyl group | oxygen atom | secondary structure | hydrogen-bond 
2135 | secondary structure | primary structure | tertiary protein structure | hydrogen-bond 
2135 | secondary structure | primary structure | tertiary protein structure | van der waals interaction 
2135 | secondary structure | primary structure | tertiary protein structure | hydrophobic interaction 
2135 | secondary structure | primary structure | tertiary protein structure | secondary structure 
2136 | secondary structure | hydrogen-bond | tertiary protein structure | hydrogen-bond 
2136 | secondary structure | hydrogen-bond | tertiary protein structure | van der waals interaction 
2136 | secondary structure | hydrogen-bond | tertiary protein structure | hydrophobic interaction 
2136 | secondary structure | hydrogen-bond | tertiary protein structure | secondary structure 
2139 | phosphate group | oxygen atom | chloroplast | stroma 
2140 | phosphate group | phosphorus atom | chloroplast | stroma 
2141 | phosphate group | oxygen atom | chloroplast | stroma 
2145 | mitochondrial matrix | aqueous solution | secondary structure | primary structure 
2145 | mitochondrial matrix | aqueous solution | secondary structure | hydrogen-bond 
2146 | mitochondrial matrix | protein enzyme | secondary structure | primary structure 
2146 | mitochondrial matrix | protein enzyme | secondary structure | hydrogen-bond 
2147 | mitochondrial matrix | ribosome | secondary structure | primary structure 
2147 | mitochondrial matrix | ribosome | secondary structure | hydrogen-bond 
2150 | carboxyl group | hydrogen atom | amyloplast | starch 
2151 | carboxyl group | oxygen atom | amyloplast | starch 
2152 | carboxyl group | oxygen atom | amyloplast | starch 
2159 | membrane | carbon skeleton | cisternal space | aqueous solution 
2166 | chloroplast | stroma | amyloplast | starch 
2170 | ER membrane | carbon skeleton | cisternal space | aqueous solution 
2171 | ER membrane | cisternal space | cisternal space | aqueous solution 
2174 | capsule | cell wall | capsule | cell wall 
2175 | hydroxyl group | hydrogen atom | chloroplast | stroma 
2176 | hydroxyl group | oxygen atom | chloroplast | stroma 
2185 | hydration shell | water molecule | tertiary protein structure | hydrogen-bond 
2185 | hydration shell | water molecule | tertiary protein structure | van der waals interaction 
2185 | hydration shell | water molecule | tertiary protein structure | hydrophobic interaction 
2185 | hydration shell | water molecule | tertiary protein structure | secondary structure 
2186 | hydration shell | water molecule | tertiary protein structure | hydrogen-bond 
2186 | hydration shell | water molecule | tertiary protein structure | van der waals interaction 
2186 | hydration shell | water molecule | tertiary protein structure | hydrophobic interaction 
2186 | hydration shell | water molecule | tertiary protein structure | secondary structure 
2187 | membrane | carbon skeleton | tertiary protein structure | hydrogen-bond 
2187 | membrane | carbon skeleton | tertiary protein structure | van der waals interaction 
2187 | membrane | carbon skeleton | tertiary protein structure | hydrophobic interaction 
2187 | membrane | carbon skeleton | tertiary protein structure | secondary structure 
2201 | second electron-shell | first electron-shell | thylakoid space | aqueous solution 
2201 | second electron-shell | first electron-shell | thylakoid space | aqueous solution 
2202 | first electron-shell | atomic nucleus | capsule | cell wall 
2208 | hydroxyl group | hydrogen atom | membrane | carbon skeleton 
2209 | hydroxyl group | oxygen atom | membrane | carbon skeleton 
2218 | cisternal space | aqueous solution | second electron-shell | first electron-shell 
2219 | atomic nucleus | proton | chloroplast | stroma 
2220 | capsule | cell wall | thylakoid space | aqueous solution 
2220 | capsule | cell wall | thylakoid space | aqueous solution 
2221 | membrane | carbon skeleton | amyloplast | starch 
2222 | hydroxyl group | hydrogen atom | capsule | cell wall 
2223 | hydroxyl group | oxygen atom | capsule | cell wall 
2225 | amino group | nitrogen atom | amyloplast | starch 
2226 | amino group | hydrogen atom | amyloplast | starch 
2233 | secondary structure | primary structure | thylakoid space | aqueous solution 
2233 | secondary structure | primary structure | thylakoid space | aqueous solution 
2234 | secondary structure | hydrogen-bond | thylakoid space | aqueous solution 
2234 | secondary structure | hydrogen-bond | thylakoid space | aqueous solution 
2242 | nucleus | nucleolus | secondary structure | primary structure 
2242 | nucleus | nucleolus | secondary structure | hydrogen-bond 
2243 | second electron-shell | first electron-shell | second electron-shell | first electron-shell 
2244 | amyloplast | starch | nuclear-envelope | carbon skeleton 
2247 | carbonyl group | oxygen atom | amyloplast | starch 
2248 | capsule | cell wall | thylakoid space | aqueous solution 
2248 | capsule | cell wall | thylakoid space | aqueous solution 
2252 | extra cellular matrix | motor protein | first electron-shell | atomic nucleus 
2253 | extra cellular matrix | aqueous solution | first electron-shell | atomic nucleus 
2256 | leaf | oxygen molecule | first electron-shell | atomic nucleus 
2257 | amino group | nitrogen atom | tertiary protein structure | hydrogen-bond 
2257 | amino group | nitrogen atom | tertiary protein structure | van der waals interaction 
2257 | amino group | nitrogen atom | tertiary protein structure | hydrophobic interaction 
2257 | amino group | nitrogen atom | tertiary protein structure | secondary structure 
2258 | amino group | hydrogen atom | tertiary protein structure | hydrogen-bond 
2258 | amino group | hydrogen atom | tertiary protein structure | van der waals interaction 
2258 | amino group | hydrogen atom | tertiary protein structure | hydrophobic interaction 
2258 | amino group | hydrogen atom | tertiary protein structure | secondary structure 
2259 | mitochondrial membrane | carbon skeleton | chloroplast | stroma 
2260 | mitochondrial matrix | aqueous solution | nuclear-envelope | carbon skeleton 
2261 | mitochondrial matrix | protein enzyme | nuclear-envelope | carbon skeleton 
2262 | mitochondrial matrix | ribosome | nuclear-envelope | carbon skeleton 
2287 | hydration shell | water molecule | tertiary protein structure | hydrogen-bond 
2287 | hydration shell | water molecule | tertiary protein structure | van der waals interaction 
2287 | hydration shell | water molecule | tertiary protein structure | hydrophobic interaction 
2287 | hydration shell | water molecule | tertiary protein structure | secondary structure 
2288 | hydration shell | water molecule | tertiary protein structure | hydrogen-bond 
2288 | hydration shell | water molecule | tertiary protein structure | van der waals interaction 
2288 | hydration shell | water molecule | tertiary protein structure | hydrophobic interaction 
2288 | hydration shell | water molecule | tertiary protein structure | secondary structure 
2290 | tertiary protein structure | hydrogen-bond | amyloplast | starch 
2291 | tertiary protein structure | van der waals interaction | amyloplast | starch 
2292 | tertiary protein structure | hydrophobic interaction | amyloplast | starch 
2293 | tertiary protein structure | secondary structure | amyloplast | starch 
2294 | mitochondrial matrix | aqueous solution | capsule | cell wall 
2295 | mitochondrial matrix | protein enzyme | capsule | cell wall 
2296 | mitochondrial matrix | ribosome | capsule | cell wall 
2298 | stroma | ribosome | membrane | carbon skeleton 
2299 | stroma | protein enzyme | membrane | carbon skeleton 
2300 | stroma | protein enzyme | membrane | carbon skeleton 
2301 | stroma | MRNA | membrane | carbon skeleton 
2304 | sulfhydryl group | sulfur atom | chloroplast | stroma 
2305 | sulfhydryl group | hydrogen atom | chloroplast | stroma 
2311 | leaf | oxygen molecule | membrane | carbon skeleton 
2315 | atomic nucleus | proton | nuclear-envelope | carbon skeleton 
2316 | membrane | carbon skeleton | amyloplast | starch 
2317 | leaf | oxygen molecule | nuclear-envelope | carbon skeleton 
2319 | ER membrane | carbon skeleton | thylakoid space | aqueous solution 
2319 | ER membrane | carbon skeleton | thylakoid space | aqueous solution 
2320 | ER membrane | cisternal space | thylakoid space | aqueous solution 
2320 | ER membrane | cisternal space | thylakoid space | aqueous solution 
2347 | second electron-shell | first electron-shell | second electron-shell | first electron-shell 
2352 | sulfhydryl group | sulfur atom | amyloplast | starch 
