0 | ethyl alcohol | polar covalent bond | pyruvate | kinetic energy 
3571 | monosaccharide | polar covalent bond | gated Channel | kinetic energy 
3571 | monosaccharide | polar covalent bond | gated Channel | peptide linkage 
3572 | lysosomal enzyme | kinetic energy | proline | single bond 
3573 | PEP carboxylase | kinetic energy | PGAP | double bond 
3573 | PEP carboxylase | kinetic energy | PGAP | single bond 
3573 | PEP carboxylase | kinetic energy | PGAP | double bond 
3573 | PEP carboxylase | kinetic energy | PGAP | kinetic energy 
3574 | PEP carboxylase | disulfide bond | PGAP | double bond 
3574 | PEP carboxylase | disulfide bond | PGAP | single bond 
3574 | PEP carboxylase | disulfide bond | PGAP | double bond 
3574 | PEP carboxylase | disulfide bond | PGAP | kinetic energy 
3575 | ADP | single bond | triose | double bond 
3575 | ADP | single bond | triose | polar covalent bond 
3576 | ADP | kinetic energy | triose | double bond 
3576 | ADP | kinetic energy | triose | polar covalent bond 
3577 | ADP | double bond | triose | double bond 
3577 | ADP | double bond | triose | polar covalent bond 
3578 | amphipathic molecule | kinetic energy | carbohydrate | kinetic energy 
3578 | amphipathic molecule | kinetic energy | carbohydrate | double bond 
3578 | amphipathic molecule | kinetic energy | carbohydrate | polar covalent bond 
3579 | pentose | double bond | water | potential energy 
3579 | pentose | double bond | water | hydrogen-bond 
3580 | pentose | polar covalent bond | water | potential energy 
3580 | pentose | polar covalent bond | water | hydrogen-bond 
3581 | chemical bond | chemical energy | ADP | single bond 
3581 | chemical bond | chemical energy | ADP | kinetic energy 
3581 | chemical bond | chemical energy | ADP | double bond 
3582 | chitin | double bond | polymer | covalent bond 
3583 | chitin | kinetic energy | polymer | covalent bond 
3584 | chitin | polar covalent bond | polymer | covalent bond 
3585 | unsaturated fatty acid | kinetic energy | cellulose | double bond 
3585 | unsaturated fatty acid | kinetic energy | cellulose | polar covalent bond 
3585 | unsaturated fatty acid | kinetic energy | cellulose | kinetic energy 
3586 | polysaccharide | double bond | sucrose | kinetic energy 
3586 | polysaccharide | double bond | sucrose | polar covalent bond 
3586 | polysaccharide | double bond | sucrose | double bond 
3587 | polysaccharide | polar covalent bond | sucrose | kinetic energy 
3587 | polysaccharide | polar covalent bond | sucrose | polar covalent bond 
3587 | polysaccharide | polar covalent bond | sucrose | double bond 
3588 | polysaccharide | kinetic energy | sucrose | kinetic energy 
3588 | polysaccharide | kinetic energy | sucrose | polar covalent bond 
3588 | polysaccharide | kinetic energy | sucrose | double bond 
3589 | polysaccharide | glycosidic linkage | sucrose | kinetic energy 
3589 | polysaccharide | glycosidic linkage | sucrose | polar covalent bond 
3589 | polysaccharide | glycosidic linkage | sucrose | double bond 
3590 | aspartic acid | single bond | hydrogen ion gradient | proton-motive force 
3591 | aspartic acid | kinetic energy | hydrogen ion gradient | proton-motive force 
3592 | carotenoid | chemical bond | asparagine | kinetic energy 
3592 | carotenoid | chemical bond | asparagine | single bond 
3593 | gradient | potential energy | phosphofructokinase | covalent bond 
3593 | gradient | potential energy | phosphofructokinase | kinetic energy 
3594 | integrin | kinetic energy | proline | single bond 
3595 | amphipathic molecule | kinetic energy | DNA | phosphodiester bond 
3596 | 3 phosphoglycerate | kinetic energy | water | potential energy 
3596 | 3 phosphoglycerate | kinetic energy | water | hydrogen-bond 
3597 | 3 phosphoglycerate | double bond | water | potential energy 
3597 | 3 phosphoglycerate | double bond | water | hydrogen-bond 
3598 | 3 phosphoglycerate | single bond | water | potential energy 
3598 | 3 phosphoglycerate | single bond | water | hydrogen-bond 
3599 | 3 phosphoglycerate | double bond | water | potential energy 
3599 | 3 phosphoglycerate | double bond | water | hydrogen-bond 
3600 | peripheral protein | kinetic energy | coenzyme A | kinetic energy 
3601 | alanine | kinetic energy | integrin | kinetic energy 
3602 | alanine | nonpolar covalent bond | integrin | kinetic energy 
3603 | aspartic acid | single bond | unsaturated fat | double bond 
3604 | aspartic acid | kinetic energy | unsaturated fat | double bond 
3605 | disaccharide | double bond | phosphatidylcholine | ester linkage 
3606 | disaccharide | polar covalent bond | phosphatidylcholine | ester linkage 
3607 | disaccharide | kinetic energy | phosphatidylcholine | ester linkage 
3608 | disaccharide | glycosidic linkage | phosphatidylcholine | ester linkage 
3609 | glycolipid | kinetic energy | phospholipid | kinetic energy 
3609 | glycolipid | kinetic energy | phospholipid | ester linkage 
3610 | alcohol | kinetic energy | beta tubulin | kinetic energy 
3610 | alcohol | kinetic energy | beta tubulin | peptide linkage 
3611 | alcohol | polar covalent bond | beta tubulin | kinetic energy 
3611 | alcohol | polar covalent bond | beta tubulin | peptide linkage 
3612 | ribulose bisphosphate | double bond | carrier protein | kinetic energy 
3612 | ribulose bisphosphate | double bond | carrier protein | peptide linkage 
3613 | ribulose bisphosphate | polar covalent bond | carrier protein | kinetic energy 
3613 | ribulose bisphosphate | polar covalent bond | carrier protein | peptide linkage 
3614 | gated Channel | kinetic energy | integrin | kinetic energy 
3615 | gated Channel | peptide linkage | integrin | kinetic energy 
3616 | cellulose | double bond | pentose | double bond 
3616 | cellulose | double bond | pentose | polar covalent bond 
3617 | cellulose | polar covalent bond | pentose | double bond 
3617 | cellulose | polar covalent bond | pentose | polar covalent bond 
3618 | cellulose | kinetic energy | pentose | double bond 
3618 | cellulose | kinetic energy | pentose | polar covalent bond 
3619 | pyruvate | kinetic energy | hydrophilic amino acid | single bond 
3620 | gradient | potential energy | integrin | kinetic energy 
3621 | aldehyde | kinetic energy | carbohydrate | kinetic energy 
3621 | aldehyde | kinetic energy | carbohydrate | double bond 
3621 | aldehyde | kinetic energy | carbohydrate | polar covalent bond 
3622 | carrier protein | kinetic energy | ionic compound | ionic attraction 
3623 | carrier protein | peptide linkage | ionic compound | ionic attraction 
3624 | NADH | kinetic energy | oxidoreductase | covalent bond 
3625 | pentose | double bond | plant cell | turgor pressure 
3626 | pentose | polar covalent bond | plant cell | turgor pressure 
3627 | unsaturated fatty acid | kinetic energy | proton pump | single bond 
3627 | unsaturated fatty acid | kinetic energy | proton pump | double bond 
3627 | unsaturated fatty acid | kinetic energy | proton pump | kinetic energy 
3627 | unsaturated fatty acid | kinetic energy | proton pump | peptide linkage 
3628 | water molecule | polar covalent bond | P700 | single bond 
3629 | water molecule | polar covalent bond | P700 | single bond 
3630 | pyruvate | kinetic energy | oxygen molecule | nonpolar covalent bond 
3630 | pyruvate | kinetic energy | oxygen molecule | double bond 
3631 | unsaturated fat | double bond | ADP | single bond 
3631 | unsaturated fat | double bond | ADP | kinetic energy 
3631 | unsaturated fat | double bond | ADP | double bond 
3632 | microfilament | kinetic energy | beta tubulin | kinetic energy 
3632 | microfilament | kinetic energy | beta tubulin | peptide linkage 
3633 | hydroxide ion | polar covalent bond | AMP | single bond 
3633 | hydroxide ion | polar covalent bond | AMP | double bond 
3633 | hydroxide ion | polar covalent bond | AMP | kinetic energy 
3634 | starch | kinetic energy | microfilament | kinetic energy 
3635 | starch | double bond | microfilament | kinetic energy 
3636 | hydrophobic amino acid | nonpolar covalent bond | triose | double bond 
3636 | hydrophobic amino acid | nonpolar covalent bond | triose | polar covalent bond 
3637 | integrin | kinetic energy | saturated fatty acid | kinetic energy 
3637 | integrin | kinetic energy | saturated fatty acid | single bond 
3638 | hydrophobic substance | nonpolar covalent bond | oxidoreductase | covalent bond 
3639 | aquaporin | kinetic energy | NADPH | kinetic energy 
3640 | sucrose | kinetic energy | triose | double bond 
3640 | sucrose | kinetic energy | triose | polar covalent bond 
3641 | sucrose | polar covalent bond | triose | double bond 
3641 | sucrose | polar covalent bond | triose | polar covalent bond 
3642 | sucrose | double bond | triose | double bond 
3642 | sucrose | double bond | triose | polar covalent bond 
3643 | asparagine | kinetic energy | NADP Plus | kinetic energy 
3644 | asparagine | single bond | NADP Plus | kinetic energy 
3645 | water molecule | polar covalent bond | aldehyde | kinetic energy 
3646 | water molecule | polar covalent bond | aldehyde | kinetic energy 
3647 | aldehyde | kinetic energy | beta tubulin | kinetic energy 
3647 | aldehyde | kinetic energy | beta tubulin | peptide linkage 
3648 | hexose | polar covalent bond | chlorophyll A | kinetic energy 
3648 | hexose | polar covalent bond | chlorophyll A | single bond 
3649 | hexose | double bond | chlorophyll A | kinetic energy 
3649 | hexose | double bond | chlorophyll A | single bond 
3650 | cellulose | double bond | chlorophyll A | kinetic energy 
3650 | cellulose | double bond | chlorophyll A | single bond 
3651 | cellulose | polar covalent bond | chlorophyll A | kinetic energy 
3651 | cellulose | polar covalent bond | chlorophyll A | single bond 
3652 | cellulose | kinetic energy | chlorophyll A | kinetic energy 
3652 | cellulose | kinetic energy | chlorophyll A | single bond 
3653 | fat molecule | ester linkage | water molecule | polar covalent bond 
3653 | fat molecule | ester linkage | water molecule | polar covalent bond 
3654 | fat molecule | chemical energy | water molecule | polar covalent bond 
3654 | fat molecule | chemical energy | water molecule | polar covalent bond 
3655 | aspartic acid | single bond | unsaturated fat | double bond 
3656 | aspartic acid | kinetic energy | unsaturated fat | double bond 
3657 | microfilament | kinetic energy | chlorophyll B | double bond 
3657 | microfilament | kinetic energy | chlorophyll B | kinetic energy 
3657 | microfilament | kinetic energy | chlorophyll B | single bond 
3658 | protein | peptide linkage | NAD plus | covalent bond 
3658 | protein | peptide linkage | NAD plus | kinetic energy 
3659 | monosaccharide | double bond | peripheral protein | kinetic energy 
3660 | monosaccharide | polar covalent bond | peripheral protein | kinetic energy 
3661 | chlorophyll B | double bond | asparagine | kinetic energy 
3661 | chlorophyll B | double bond | asparagine | single bond 
3662 | chlorophyll B | kinetic energy | asparagine | kinetic energy 
3662 | chlorophyll B | kinetic energy | asparagine | single bond 
3663 | chlorophyll B | single bond | asparagine | kinetic energy 
3663 | chlorophyll B | single bond | asparagine | single bond 
3664 | NADH | kinetic energy | 3 phosphoglycerate | kinetic energy 
3664 | NADH | kinetic energy | 3 phosphoglycerate | double bond 
3664 | NADH | kinetic energy | 3 phosphoglycerate | single bond 
3664 | NADH | kinetic energy | 3 phosphoglycerate | double bond 
3665 | glycoprotein | kinetic energy | tyrosine | nonpolar covalent bond 
3665 | glycoprotein | kinetic energy | tyrosine | polar covalent bond 
3665 | glycoprotein | kinetic energy | tyrosine | kinetic energy 
3665 | glycoprotein | kinetic energy | tyrosine | single bond 
3666 | ethyl alcohol | polar covalent bond | microfibril | kinetic energy 
3667 | ethyl alcohol | polar covalent bond | microfibril | kinetic energy 
3668 | ribulose bisphosphate | double bond | plastoquinone | kinetic energy 
3669 | ribulose bisphosphate | polar covalent bond | plastoquinone | kinetic energy 
3670 | pentose | double bond | sodium chloride | ionic attraction 
3671 | pentose | polar covalent bond | sodium chloride | ionic attraction 
3672 | coenzyme A | kinetic energy | fatty acid | kinetic energy 
3673 | P700 | single bond | oxygen molecule | nonpolar covalent bond 
3673 | P700 | single bond | oxygen molecule | double bond 
3674 | ribulose bisphosphate | double bond | acetyl CoA | double bond 
3674 | ribulose bisphosphate | double bond | acetyl CoA | ester linkage 
3674 | ribulose bisphosphate | double bond | acetyl CoA | kinetic energy 
3675 | ribulose bisphosphate | polar covalent bond | acetyl CoA | double bond 
3675 | ribulose bisphosphate | polar covalent bond | acetyl CoA | ester linkage 
3675 | ribulose bisphosphate | polar covalent bond | acetyl CoA | kinetic energy 
3676 | ethyl alcohol | polar covalent bond | electron | potential energy 
3677 | ethyl alcohol | polar covalent bond | electron | potential energy 
3678 | gated Channel | kinetic energy | alcohol | kinetic energy 
