0 | glycosidic linkage | polar covalent bond | phosphodiester bond | ester linkage 
1612 | light-harvesting complex | protein | photosystem I | light-harvesting complex 
1612 | light-harvesting complex | protein | photosystem I | reaction-center complex 
1612 | light-harvesting complex | protein | photosystem I | reaction-center complex 
1612 | light-harvesting complex | protein | photosystem I | light-harvesting complex 
1613 | light-harvesting complex | protein | photosystem I | light-harvesting complex 
1613 | light-harvesting complex | protein | photosystem I | reaction-center complex 
1613 | light-harvesting complex | protein | photosystem I | reaction-center complex 
1613 | light-harvesting complex | protein | photosystem I | light-harvesting complex 
1614 | light-harvesting complex | protein | photosystem I | light-harvesting complex 
1614 | light-harvesting complex | protein | photosystem I | reaction-center complex 
1614 | light-harvesting complex | protein | photosystem I | reaction-center complex 
1614 | light-harvesting complex | protein | photosystem I | light-harvesting complex 
1615 | light-harvesting complex | chlorophyll B | photosystem I | light-harvesting complex 
1615 | light-harvesting complex | chlorophyll B | photosystem I | reaction-center complex 
1615 | light-harvesting complex | chlorophyll B | photosystem I | reaction-center complex 
1615 | light-harvesting complex | chlorophyll B | photosystem I | light-harvesting complex 
1616 | light-harvesting complex | chlorophyll A | photosystem I | light-harvesting complex 
1616 | light-harvesting complex | chlorophyll A | photosystem I | reaction-center complex 
1616 | light-harvesting complex | chlorophyll A | photosystem I | reaction-center complex 
1616 | light-harvesting complex | chlorophyll A | photosystem I | light-harvesting complex 
1617 | light-harvesting complex | carotenoid | photosystem I | light-harvesting complex 
1617 | light-harvesting complex | carotenoid | photosystem I | reaction-center complex 
1617 | light-harvesting complex | carotenoid | photosystem I | reaction-center complex 
1617 | light-harvesting complex | carotenoid | photosystem I | light-harvesting complex 
1618 | thylakoid electron transport chain | plastoquinone | amino acid sequence | amino acid 
1618 | thylakoid electron transport chain | plastoquinone | amino acid sequence | amino acid 
1619 | thylakoid electron transport chain | plastocyanin | amino acid sequence | amino acid 
1619 | thylakoid electron transport chain | plastocyanin | amino acid sequence | amino acid 
1620 | thylakoid electron transport chain | cytochrome complex | amino acid sequence | amino acid 
1620 | thylakoid electron transport chain | cytochrome complex | amino acid sequence | amino acid 
1621 | thylakoid electron transport chain | ferredoxin | amino acid sequence | amino acid 
1621 | thylakoid electron transport chain | ferredoxin | amino acid sequence | amino acid 
1624 | granum | thylakoid | phosphodiester bond | ester linkage 
1624 | granum | thylakoid | phosphodiester bond | ester linkage 
1625 | granum | thylakoid | phosphodiester bond | ester linkage 
1625 | granum | thylakoid | phosphodiester bond | ester linkage 
1626 | granum | thylakoid | phosphodiester bond | ester linkage 
1626 | granum | thylakoid | phosphodiester bond | ester linkage 
1627 | photosystem | light-harvesting complex | phosphodiester bond | ester linkage 
1627 | photosystem | light-harvesting complex | phosphodiester bond | ester linkage 
1628 | photosystem | reaction-center complex | phosphodiester bond | ester linkage 
1628 | photosystem | reaction-center complex | phosphodiester bond | ester linkage 
1633 | enzyme-substrate complex | enzyme | cytochrome complex | cytochrome 
1633 | enzyme-substrate complex | enzyme | cytochrome complex | cytochrome 
1642 | electron transport chain | protein | thylakoid electron transport chain | plastoquinone 
1642 | electron transport chain | protein | thylakoid electron transport chain | plastocyanin 
1642 | electron transport chain | protein | thylakoid electron transport chain | cytochrome complex 
1642 | electron transport chain | protein | thylakoid electron transport chain | ferredoxin 
1643 | electron transport chain | protein complex | thylakoid electron transport chain | plastoquinone 
1643 | electron transport chain | protein complex | thylakoid electron transport chain | plastocyanin 
1643 | electron transport chain | protein complex | thylakoid electron transport chain | cytochrome complex 
1643 | electron transport chain | protein complex | thylakoid electron transport chain | ferredoxin 
1644 | electron transport chain | organic molecule | thylakoid electron transport chain | plastoquinone 
1644 | electron transport chain | organic molecule | thylakoid electron transport chain | plastocyanin 
1644 | electron transport chain | organic molecule | thylakoid electron transport chain | cytochrome complex 
1644 | electron transport chain | organic molecule | thylakoid electron transport chain | ferredoxin 
1645 | ecosystem | algae | amino acid sequence | amino acid 
1645 | ecosystem | algae | amino acid sequence | amino acid 
1646 | ecosystem | water | amino acid sequence | amino acid 
1646 | ecosystem | water | amino acid sequence | amino acid 
1647 | ecosystem | light | amino acid sequence | amino acid 
1647 | ecosystem | light | amino acid sequence | amino acid 
1648 | ecosystem | chemical element | amino acid sequence | amino acid 
1648 | ecosystem | chemical element | amino acid sequence | amino acid 
1649 | mitochondrial electron transport chain | multiprotein complex-I | photosystem I | light-harvesting complex 
1649 | mitochondrial electron transport chain | multiprotein complex-I | photosystem I | reaction-center complex 
1649 | mitochondrial electron transport chain | multiprotein complex-I | photosystem I | reaction-center complex 
1649 | mitochondrial electron transport chain | multiprotein complex-I | photosystem I | light-harvesting complex 
1650 | mitochondrial electron transport chain | multiprotein complex-II | photosystem I | light-harvesting complex 
1650 | mitochondrial electron transport chain | multiprotein complex-II | photosystem I | reaction-center complex 
1650 | mitochondrial electron transport chain | multiprotein complex-II | photosystem I | reaction-center complex 
1650 | mitochondrial electron transport chain | multiprotein complex-II | photosystem I | light-harvesting complex 
1651 | mitochondrial electron transport chain | multiprotein complex-III | photosystem I | light-harvesting complex 
1651 | mitochondrial electron transport chain | multiprotein complex-III | photosystem I | reaction-center complex 
1651 | mitochondrial electron transport chain | multiprotein complex-III | photosystem I | reaction-center complex 
1651 | mitochondrial electron transport chain | multiprotein complex-III | photosystem I | light-harvesting complex 
1652 | mitochondrial electron transport chain | multiprotein complex IV | photosystem I | light-harvesting complex 
1652 | mitochondrial electron transport chain | multiprotein complex IV | photosystem I | reaction-center complex 
1652 | mitochondrial electron transport chain | multiprotein complex IV | photosystem I | reaction-center complex 
1652 | mitochondrial electron transport chain | multiprotein complex IV | photosystem I | light-harvesting complex 
1653 | mitochondrial electron transport chain | ubiquinone | photosystem I | light-harvesting complex 
1653 | mitochondrial electron transport chain | ubiquinone | photosystem I | reaction-center complex 
1653 | mitochondrial electron transport chain | ubiquinone | photosystem I | reaction-center complex 
1653 | mitochondrial electron transport chain | ubiquinone | photosystem I | light-harvesting complex 
1657 | reaction-center complex | protein | granum | thylakoid 
1657 | reaction-center complex | protein | granum | thylakoid 
1657 | reaction-center complex | protein | granum | thylakoid 
1658 | reaction-center complex | chlorophyll A | granum | thylakoid 
1658 | reaction-center complex | chlorophyll A | granum | thylakoid 
1658 | reaction-center complex | chlorophyll A | granum | thylakoid 
1659 | reaction-center complex | chlorophyll A | granum | thylakoid 
1659 | reaction-center complex | chlorophyll A | granum | thylakoid 
1659 | reaction-center complex | chlorophyll A | granum | thylakoid 
1660 | reaction-center complex | protein | granum | thylakoid 
1660 | reaction-center complex | protein | granum | thylakoid 
1660 | reaction-center complex | protein | granum | thylakoid 
1661 | visible light | green light | microfibril | cellulose 
1661 | visible light | green light | microfibril | cellulose 
1662 | visible light | photon | microfibril | cellulose 
1662 | visible light | photon | microfibril | cellulose 
1663 | photosystem II | light-harvesting complex | phosphodiester bond | ester linkage 
1663 | photosystem II | light-harvesting complex | phosphodiester bond | ester linkage 
1664 | photosystem II | reaction-center complex | phosphodiester bond | ester linkage 
1664 | photosystem II | reaction-center complex | phosphodiester bond | ester linkage 
1670 | thylakoid electron transport chain | plastoquinone | thylakoid electron transport chain | plastoquinone 
1670 | thylakoid electron transport chain | plastoquinone | thylakoid electron transport chain | plastocyanin 
1670 | thylakoid electron transport chain | plastoquinone | thylakoid electron transport chain | cytochrome complex 
1670 | thylakoid electron transport chain | plastoquinone | thylakoid electron transport chain | ferredoxin 
1671 | thylakoid electron transport chain | plastocyanin | thylakoid electron transport chain | plastoquinone 
1671 | thylakoid electron transport chain | plastocyanin | thylakoid electron transport chain | plastocyanin 
