0 | NADP Plus | carbon skeleton | enzyme | active site 
2851 | amylose | carbon skeleton | hydrocarbon molecule | carbon skeleton 
2852 | amylose | carbonyl group | hydrocarbon molecule | carbon skeleton 
2855 | NAD plus | carbon skeleton | AMP | carbon skeleton 
2855 | NAD plus | carbon skeleton | AMP | phosphate group 
2862 | ketone | carbonyl group | oxidoreductase | carbon skeleton 
2863 | ketone | carbon skeleton | oxidoreductase | carbon skeleton 
2866 | unsaturated fatty acid | carbon skeleton | NAD plus | carbon skeleton 
2867 | unsaturated fatty acid | carboxyl group | NAD plus | carbon skeleton 
2870 | aquaporin | carbon skeleton | prokaryote | nucleoid 
2871 | aquaporin | hydrophilic Channel | prokaryote | nucleoid 
2872 | carbohydrate | carbon skeleton | sulfur atom | atomic nucleus 
2873 | carbohydrate | hydroxyl group | sulfur atom | atomic nucleus 
2874 | carbohydrate | carbonyl group | sulfur atom | atomic nucleus 
2875 | glycoprotein | carbon skeleton | storage polysaccharide | hydroxyl group 
2875 | glycoprotein | carbon skeleton | storage polysaccharide | carbonyl group 
2875 | glycoprotein | carbon skeleton | storage polysaccharide | carbon skeleton 
2877 | chlorophyll B | carbon skeleton | storage polysaccharide | hydroxyl group 
2877 | chlorophyll B | carbon skeleton | storage polysaccharide | carbonyl group 
2877 | chlorophyll B | carbon skeleton | storage polysaccharide | carbon skeleton 
2878 | chlorophyll B | carbonyl group | storage polysaccharide | hydroxyl group 
2878 | chlorophyll B | carbonyl group | storage polysaccharide | carbonyl group 
2878 | chlorophyll B | carbonyl group | storage polysaccharide | carbon skeleton 
2879 | dynein | carbon skeleton | enzyme | active site 
2880 | polypeptide | amino end of a protein | carboxylic acid | carbon skeleton 
2880 | polypeptide | amino end of a protein | carboxylic acid | carboxyl group 
2894 | pentose | hydroxyl group | ketone | carbonyl group 
2894 | pentose | hydroxyl group | ketone | carbon skeleton 
2895 | pentose | carbonyl group | ketone | carbonyl group 
2895 | pentose | carbonyl group | ketone | carbon skeleton 
2896 | pentose | carbon skeleton | ketone | carbonyl group 
2896 | pentose | carbon skeleton | ketone | carbon skeleton 
2897 | endoplasmic reticulum | cisternal space | lactate | hydroxyl group 
2903 | ATP synthase | hydrophilic Channel | organic molecule | carbon skeleton 
2919 | oligosaccharide | carbonyl group | AMP | carbon skeleton 
2919 | oligosaccharide | carbonyl group | AMP | phosphate group 
2920 | sulfur atom | atomic nucleus | smooth endoplasmic reticulum | cisternal space 
2924 | potassium | atomic nucleus | GTP | phosphate group 
2924 | potassium | atomic nucleus | GTP | carbon skeleton 
2925 | potassium | electron-shell | GTP | phosphate group 
2925 | potassium | electron-shell | GTP | carbon skeleton 
2927 | ATP synthase | hydrophilic Channel | alcohol | carbon skeleton 
2927 | ATP synthase | hydrophilic Channel | alcohol | hydroxyl group 
2928 | cellulose | hydroxyl group | 3 phosphoglycerate | carbon skeleton 
2928 | cellulose | hydroxyl group | 3 phosphoglycerate | phosphate group 
2928 | cellulose | hydroxyl group | 3 phosphoglycerate | carboxyl group 
2929 | cellulose | carbonyl group | 3 phosphoglycerate | carbon skeleton 
2929 | cellulose | carbonyl group | 3 phosphoglycerate | phosphate group 
2929 | cellulose | carbonyl group | 3 phosphoglycerate | carboxyl group 
2930 | cellulose | carbon skeleton | 3 phosphoglycerate | carbon skeleton 
2930 | cellulose | carbon skeleton | 3 phosphoglycerate | phosphate group 
2930 | cellulose | carbon skeleton | 3 phosphoglycerate | carboxyl group 
2931 | endoplasmic reticulum | cisternal space | atom | atomic nucleus 
2931 | endoplasmic reticulum | cisternal space | atom | electron-shell 
2932 | lipid | carbon skeleton | channel protein | hydrophilic Channel 
2933 | glycolipid | carbon skeleton | enzyme | active site 
2937 | GTP | phosphate group | hydrocarbon molecule | carbon skeleton 
2938 | GTP | carbon skeleton | hydrocarbon molecule | carbon skeleton 
2939 | monosaccharide | hydroxyl group | amine | amino group 
2940 | monosaccharide | carbonyl group | amine | amino group 
2941 | monosaccharide | carbon skeleton | amine | amino group 
2945 | storage polysaccharide | hydroxyl group | alcohol | carbon skeleton 
2945 | storage polysaccharide | hydroxyl group | alcohol | hydroxyl group 
2946 | storage polysaccharide | carbonyl group | alcohol | carbon skeleton 
2946 | storage polysaccharide | carbonyl group | alcohol | hydroxyl group 
2947 | storage polysaccharide | carbon skeleton | alcohol | carbon skeleton 
2947 | storage polysaccharide | carbon skeleton | alcohol | hydroxyl group 
2948 | basic amino acid | amino group | amylose | hydroxyl group 
2948 | basic amino acid | amino group | amylose | carbon skeleton 
2948 | basic amino acid | amino group | amylose | carbonyl group 
2949 | basic amino acid | carbon skeleton | amylose | hydroxyl group 
2949 | basic amino acid | carbon skeleton | amylose | carbon skeleton 
2949 | basic amino acid | carbon skeleton | amylose | carbonyl group 
2950 | basic amino acid | carboxyl group | amylose | hydroxyl group 
2950 | basic amino acid | carboxyl group | amylose | carbon skeleton 
2950 | basic amino acid | carboxyl group | amylose | carbonyl group 
2951 | basic amino acid | polar side chain | amylose | hydroxyl group 
2951 | basic amino acid | polar side chain | amylose | carbon skeleton 
2951 | basic amino acid | polar side chain | amylose | carbonyl group 
2956 | starch | carbon skeleton | glycogen | carbonyl group 
2956 | starch | carbon skeleton | glycogen | hydroxyl group 
2956 | starch | carbon skeleton | glycogen | carbon skeleton 
2957 | starch | carbonyl group | glycogen | carbonyl group 
2957 | starch | carbonyl group | glycogen | hydroxyl group 
2957 | starch | carbonyl group | glycogen | carbon skeleton 
2958 | starch | hydroxyl group | glycogen | carbonyl group 
2958 | starch | hydroxyl group | glycogen | hydroxyl group 
2958 | starch | hydroxyl group | glycogen | carbon skeleton 
2959 | boron atom | atomic nucleus | allosteric enzyme | carbon skeleton 
2959 | boron atom | atomic nucleus | allosteric enzyme | active site 
2959 | boron atom | atomic nucleus | allosteric enzyme | allosteric site 
2961 | glucose-6-phosphate | carbonyl group | pentose | hydroxyl group 
2961 | glucose-6-phosphate | carbonyl group | pentose | carbonyl group 
2961 | glucose-6-phosphate | carbonyl group | pentose | carbon skeleton 
2962 | glucose-6-phosphate | carbon skeleton | pentose | hydroxyl group 
2962 | glucose-6-phosphate | carbon skeleton | pentose | carbonyl group 
2962 | glucose-6-phosphate | carbon skeleton | pentose | carbon skeleton 
2963 | glucose-6-phosphate | phosphate group | pentose | hydroxyl group 
2963 | glucose-6-phosphate | phosphate group | pentose | carbonyl group 
2963 | glucose-6-phosphate | phosphate group | pentose | carbon skeleton 
2964 | ribulose bisphosphate | carbon skeleton | chitin | hydroxyl group 
2964 | ribulose bisphosphate | carbon skeleton | chitin | carbonyl group 
2964 | ribulose bisphosphate | carbon skeleton | chitin | carbon skeleton 
2965 | ribulose bisphosphate | hydroxyl group | chitin | hydroxyl group 
2965 | ribulose bisphosphate | hydroxyl group | chitin | carbonyl group 
2965 | ribulose bisphosphate | hydroxyl group | chitin | carbon skeleton 
2966 | ribulose bisphosphate | carbonyl group | chitin | hydroxyl group 
2966 | ribulose bisphosphate | carbonyl group | chitin | carbonyl group 
2966 | ribulose bisphosphate | carbonyl group | chitin | carbon skeleton 
2967 | ribulose bisphosphate | phosphate group | chitin | hydroxyl group 
2967 | ribulose bisphosphate | phosphate group | chitin | carbonyl group 
2967 | ribulose bisphosphate | phosphate group | chitin | carbon skeleton 
2974 | basic amino acid | amino group | pentose | hydroxyl group 
2974 | basic amino acid | amino group | pentose | carbonyl group 
2974 | basic amino acid | amino group | pentose | carbon skeleton 
2975 | basic amino acid | carbon skeleton | pentose | hydroxyl group 
2975 | basic amino acid | carbon skeleton | pentose | carbonyl group 
2975 | basic amino acid | carbon skeleton | pentose | carbon skeleton 
2976 | basic amino acid | carboxyl group | pentose | hydroxyl group 
2976 | basic amino acid | carboxyl group | pentose | carbonyl group 
2976 | basic amino acid | carboxyl group | pentose | carbon skeleton 
2977 | basic amino acid | polar side chain | pentose | hydroxyl group 
2977 | basic amino acid | polar side chain | pentose | carbonyl group 
2977 | basic amino acid | polar side chain | pentose | carbon skeleton 
2978 | AMP | carbon skeleton | prokaryote | nucleoid 
2979 | AMP | phosphate group | prokaryote | nucleoid 
2986 | carbon atom | atomic nucleus | nucleotide | carbon skeleton 
2986 | carbon atom | atomic nucleus | nucleotide | phosphate group 
2993 | chlorophyll B | carbon skeleton | atom | atomic nucleus 
2993 | chlorophyll B | carbon skeleton | atom | electron-shell 
2994 | chlorophyll B | carbonyl group | atom | atomic nucleus 
2994 | chlorophyll B | carbonyl group | atom | electron-shell 
3002 | hydrogen atom | atomic nucleus | phospholipid | carbon skeleton 
3002 | hydrogen atom | atomic nucleus | phospholipid | fatty acid tail 
3002 | hydrogen atom | atomic nucleus | phospholipid | fatty acid tail 
3002 | hydrogen atom | atomic nucleus | phospholipid | hydrophilic head 
3002 | hydrogen atom | atomic nucleus | phospholipid | phosphate group 
3003 | hydrogen atom | first electron-shell | phospholipid | carbon skeleton 
3003 | hydrogen atom | first electron-shell | phospholipid | fatty acid tail 
3003 | hydrogen atom | first electron-shell | phospholipid | fatty acid tail 
3003 | hydrogen atom | first electron-shell | phospholipid | hydrophilic head 
3003 | hydrogen atom | first electron-shell | phospholipid | phosphate group 
3004 | peripheral protein | carbon skeleton | amino acid | carbon skeleton 
3004 | peripheral protein | carbon skeleton | amino acid | carboxyl group 
3004 | peripheral protein | carbon skeleton | amino acid | amino group 
3004 | peripheral protein | carbon skeleton | amino acid | R-group 
3015 | glycine | carboxyl group | P700 | carbon skeleton 
3015 | glycine | carboxyl group | P700 | methyl group 
3016 | glycine | amino group | P700 | carbon skeleton 
3016 | glycine | amino group | P700 | methyl group 
3017 | glycine | carbon skeleton | P700 | carbon skeleton 
3017 | glycine | carbon skeleton | P700 | methyl group 
3020 | enzyme | active site | ADP | carbon skeleton 
3020 | enzyme | active site | ADP | phosphate group 
3024 | cholesterol | carbon skeleton | P700 | carbon skeleton 
3024 | cholesterol | carbon skeleton | P700 | methyl group 
3025 | ATP | carbon skeleton | rough endoplasmic reticulum | cisternal space 
3026 | ATP | phosphate group | rough endoplasmic reticulum | cisternal space 
3027 | ATP | phosphate group | rough endoplasmic reticulum | cisternal space 
3028 | ATP | phosphate group | rough endoplasmic reticulum | cisternal space 
3031 | aquaporin | carbon skeleton | NADPH | carbon skeleton 
3032 | aquaporin | hydrophilic Channel | NADPH | carbon skeleton 
3034 | organic molecule | carbon skeleton | polysaccharide | hydroxyl group 
3034 | organic molecule | carbon skeleton | polysaccharide | carbonyl group 
3034 | organic molecule | carbon skeleton | polysaccharide | carbon skeleton 
3035 | P700 | carbon skeleton | storage polysaccharide | hydroxyl group 
3035 | P700 | carbon skeleton | storage polysaccharide | carbonyl group 
3035 | P700 | carbon skeleton | storage polysaccharide | carbon skeleton 
3036 | P700 | methyl group | storage polysaccharide | hydroxyl group 
3036 | P700 | methyl group | storage polysaccharide | carbonyl group 
3036 | P700 | methyl group | storage polysaccharide | carbon skeleton 
3037 | proton pump | phosphate group | atom | atomic nucleus 
3037 | proton pump | phosphate group | atom | electron-shell 
3038 | proton pump | carbon skeleton | atom | atomic nucleus 
3038 | proton pump | carbon skeleton | atom | electron-shell 
3039 | rough endoplasmic reticulum | cisternal space | amylopectin | hydroxyl group 
3043 | smooth endoplasmic reticulum | cisternal space | mitochondrion | mitochondrial matrix 
3047 | motor protein | carbon skeleton | smooth endoplasmic reticulum | cisternal space 
3052 | smooth endoplasmic reticulum | cisternal space | allosteric enzyme | carbon skeleton 
3052 | smooth endoplasmic reticulum | cisternal space | allosteric enzyme | active site 
3052 | smooth endoplasmic reticulum | cisternal space | allosteric enzyme | allosteric site 
3055 | monosaccharide | hydroxyl group | coenzyme A | carbon skeleton 
3055 | monosaccharide | hydroxyl group | coenzyme A | sulfhydryl group 
3056 | monosaccharide | carbonyl group | coenzyme A | carbon skeleton 
3056 | monosaccharide | carbonyl group | coenzyme A | sulfhydryl group 
3057 | monosaccharide | carbon skeleton | coenzyme A | carbon skeleton 
3057 | monosaccharide | carbon skeleton | coenzyme A | sulfhydryl group 
3062 | PGAP | carbon skeleton | rough endoplasmic reticulum | cisternal space 
3063 | PGAP | phosphate group | rough endoplasmic reticulum | cisternal space 
3064 | PGAP | carboxyl group | rough endoplasmic reticulum | cisternal space 
3065 | carbon 14 atom | atomic nucleus | polysaccharide | hydroxyl group 
3065 | carbon 14 atom | atomic nucleus | polysaccharide | carbonyl group 
3065 | carbon 14 atom | atomic nucleus | polysaccharide | carbon skeleton 
3072 | sucrose | carbon skeleton | amylopectin | hydroxyl group 
3073 | sucrose | hydroxyl group | amylopectin | hydroxyl group 
3074 | sucrose | carbonyl group | amylopectin | hydroxyl group 
3075 | polar amino acid | polar side chain | prokaryote | nucleoid 
3105 | ethyl alcohol | carbon skeleton | allosteric enzyme | carbon skeleton 
3105 | ethyl alcohol | carbon skeleton | allosteric enzyme | active site 
3105 | ethyl alcohol | carbon skeleton | allosteric enzyme | allosteric site 
3106 | ethyl alcohol | hydroxyl group | allosteric enzyme | carbon skeleton 
