15 | hydrogenated vegetable oil | saturated fat | hydrophobic substance | hydrophobic compound 
7177 | storage polysaccharide | monomer | ER membrane | saturated fatty acid 
7178 | storage polysaccharide | monosaccharide | ER membrane | carbohydrate 
7178 | storage polysaccharide | monosaccharide | ER membrane | phospholipid bilayer 
7178 | storage polysaccharide | monosaccharide | ER membrane | glycoprotein 
7178 | storage polysaccharide | monosaccharide | ER membrane | saturated fatty acid 
7179 | storage polysaccharide | hydrogen atom | ER membrane | carbohydrate 
7179 | storage polysaccharide | hydrogen atom | ER membrane | phospholipid bilayer 
7179 | storage polysaccharide | hydrogen atom | ER membrane | glycoprotein 
7179 | storage polysaccharide | hydrogen atom | ER membrane | saturated fatty acid 
7180 | storage polysaccharide | oxygen atom | ER membrane | carbohydrate 
7180 | storage polysaccharide | oxygen atom | ER membrane | phospholipid bilayer 
7180 | storage polysaccharide | oxygen atom | ER membrane | glycoprotein 
7180 | storage polysaccharide | oxygen atom | ER membrane | saturated fatty acid 
7181 | storage polysaccharide | oxygen atom | ER membrane | carbohydrate 
7181 | storage polysaccharide | oxygen atom | ER membrane | phospholipid bilayer 
7181 | storage polysaccharide | oxygen atom | ER membrane | glycoprotein 
7181 | storage polysaccharide | oxygen atom | ER membrane | saturated fatty acid 
7182 | GTP | phosphorus atom | actin | monomer 
7183 | GTP | oxygen atom | actin | monomer 
7184 | GTP | oxygen atom | actin | monomer 
7185 | GTP | nucleoside | actin | monomer 
7186 | glucose-6-phosphate | phosphorus atom | cell wall | carbohydrate 
7186 | glucose-6-phosphate | phosphorus atom | cell wall | protein 
7201 | plastid | aqueous solution | acidic solution | water 
7201 | plastid | aqueous solution | acidic solution | acid 
7201 | plastid | aqueous solution | acidic solution | hydrogen ion 
7201 | plastid | aqueous solution | acidic solution | anion 
7225 | glycogen | glucose | fat molecule | glycerol 
7225 | glycogen | glucose | fat molecule | fatty acid 
7226 | glycogen | monomer | fat molecule | glycerol 
7226 | glycogen | monomer | fat molecule | fatty acid 
7227 | glycogen | glucose | fat molecule | glycerol 
7227 | glycogen | glucose | fat molecule | fatty acid 
7228 | glycogen | monomer | fat molecule | glycerol 
7228 | glycogen | monomer | fat molecule | fatty acid 
7229 | glycogen | oxygen atom | fat molecule | glycerol 
7229 | glycogen | oxygen atom | fat molecule | fatty acid 
7230 | glycogen | hydrogen atom | fat molecule | glycerol 
7230 | glycogen | hydrogen atom | fat molecule | fatty acid 
7231 | glycogen | oxygen atom | fat molecule | glycerol 
7231 | glycogen | oxygen atom | fat molecule | fatty acid 
7232 | glycogen | oxygen atom | fat molecule | glycerol 
7232 | glycogen | oxygen atom | fat molecule | fatty acid 
7233 | glycogen | hydrogen atom | fat molecule | glycerol 
7233 | glycogen | hydrogen atom | fat molecule | fatty acid 
7242 | polysaccharide | monomer | saturated fat | saturated fatty acid 
7243 | polysaccharide | monosaccharide | saturated fat | saturated fatty acid 
7244 | polysaccharide | monomer | saturated fat | saturated fatty acid 
7245 | polysaccharide | monosaccharide | saturated fat | saturated fatty acid 
7246 | polysaccharide | oxygen atom | saturated fat | saturated fatty acid 
7247 | polysaccharide | hydrogen atom | saturated fat | saturated fatty acid 
7248 | polysaccharide | oxygen atom | saturated fat | saturated fatty acid 
7249 | AMP | phosphorus atom | aqueous solution | water 
7250 | AMP | oxygen atom | aqueous solution | water 
7251 | AMP | oxygen atom | aqueous solution | water 
7252 | radioactive tracer | radioactive isotope | adenylyl cyclase | polypeptide 
7276 | atom | proton | fat molecule | glycerol 
7276 | atom | proton | fat molecule | fatty acid 
7277 | atom | electron | fat molecule | glycerol 
7277 | atom | electron | fat molecule | fatty acid 
7294 | plastid | aqueous solution | proline | hydrogen atom 
7294 | plastid | aqueous solution | proline | nitrogen atom 
7297 | aspartic acid | hydrogen atom | thylakoid | thylakoid membrane 
7298 | aspartic acid | nitrogen atom | thylakoid | thylakoid membrane 
7299 | aspartic acid | oxygen atom | thylakoid | thylakoid membrane 
7300 | aspartic acid | oxygen atom | thylakoid | thylakoid membrane 
7301 | aspartic acid | hydrogen atom | thylakoid | thylakoid membrane 
7302 | PGAP | oxygen atom | nucleoside | nitrogenous base 
7302 | PGAP | oxygen atom | nucleoside | pentose 
7303 | PGAP | phosphorus atom | nucleoside | nitrogenous base 
7303 | PGAP | phosphorus atom | nucleoside | pentose 
7304 | PGAP | oxygen atom | nucleoside | nitrogenous base 
7304 | PGAP | oxygen atom | nucleoside | pentose 
7305 | PGAP | hydrogen atom | nucleoside | nitrogenous base 
7305 | PGAP | hydrogen atom | nucleoside | pentose 
7333 | nitrogen atom | proton | thylakoid | thylakoid membrane 
7334 | nitrogen atom | valence electron | thylakoid | thylakoid membrane 
7335 | nitrogen atom | neutron | thylakoid | thylakoid membrane 
7336 | nitrogen atom | valence electron | thylakoid | thylakoid membrane 
7337 | glycogen | glucose | acidic solution | water 
7337 | glycogen | glucose | acidic solution | acid 
7337 | glycogen | glucose | acidic solution | hydrogen ion 
7337 | glycogen | glucose | acidic solution | anion 
7338 | glycogen | monomer | acidic solution | water 
7338 | glycogen | monomer | acidic solution | acid 
7338 | glycogen | monomer | acidic solution | hydrogen ion 
7338 | glycogen | monomer | acidic solution | anion 
7339 | glycogen | glucose | acidic solution | water 
7339 | glycogen | glucose | acidic solution | acid 
7339 | glycogen | glucose | acidic solution | hydrogen ion 
7339 | glycogen | glucose | acidic solution | anion 
7340 | glycogen | monomer | acidic solution | water 
7340 | glycogen | monomer | acidic solution | acid 
7340 | glycogen | monomer | acidic solution | hydrogen ion 
7340 | glycogen | monomer | acidic solution | anion 
7341 | glycogen | oxygen atom | acidic solution | water 
7341 | glycogen | oxygen atom | acidic solution | acid 
7341 | glycogen | oxygen atom | acidic solution | hydrogen ion 
7341 | glycogen | oxygen atom | acidic solution | anion 
7342 | glycogen | hydrogen atom | acidic solution | water 
7342 | glycogen | hydrogen atom | acidic solution | acid 
7342 | glycogen | hydrogen atom | acidic solution | hydrogen ion 
7342 | glycogen | hydrogen atom | acidic solution | anion 
7343 | glycogen | oxygen atom | acidic solution | water 
7343 | glycogen | oxygen atom | acidic solution | acid 
7343 | glycogen | oxygen atom | acidic solution | hydrogen ion 
7343 | glycogen | oxygen atom | acidic solution | anion 
7344 | glycogen | oxygen atom | acidic solution | water 
7344 | glycogen | oxygen atom | acidic solution | acid 
7344 | glycogen | oxygen atom | acidic solution | hydrogen ion 
7344 | glycogen | oxygen atom | acidic solution | anion 
7345 | glycogen | hydrogen atom | acidic solution | water 
7345 | glycogen | hydrogen atom | acidic solution | acid 
7345 | glycogen | hydrogen atom | acidic solution | hydrogen ion 
7345 | glycogen | hydrogen atom | acidic solution | anion 
7352 | exoskeleton | chitin | microtubule | tubulin 
7357 | plant cell-wall | cellulose | capsule | aqueous solution 
7358 | plant cell-wall | microfibril | capsule | aqueous solution 
7359 | plant cell-wall | polysaccharide | capsule | aqueous solution 
7368 | hydrogen atom | valence electron | chloroplast | protein enzyme 
7368 | hydrogen atom | valence electron | chloroplast | chloroplast membrane 
7368 | hydrogen atom | valence electron | chloroplast | protein enzyme 
7368 | hydrogen atom | valence electron | chloroplast | carotenoid 
7368 | hydrogen atom | valence electron | chloroplast | granum 
7368 | hydrogen atom | valence electron | chloroplast | stroma 
7368 | hydrogen atom | valence electron | chloroplast | protein enzyme 
7368 | hydrogen atom | valence electron | chloroplast | ribosome 
7369 | hydrogen atom | proton | chloroplast | protein enzyme 
7369 | hydrogen atom | proton | chloroplast | chloroplast membrane 
7369 | hydrogen atom | proton | chloroplast | protein enzyme 
7369 | hydrogen atom | proton | chloroplast | carotenoid 
7369 | hydrogen atom | proton | chloroplast | granum 
7369 | hydrogen atom | proton | chloroplast | stroma 
7369 | hydrogen atom | proton | chloroplast | protein enzyme 
7369 | hydrogen atom | proton | chloroplast | ribosome 
7370 | hydrogen atom | neutron | chloroplast | protein enzyme 
7370 | hydrogen atom | neutron | chloroplast | chloroplast membrane 
7370 | hydrogen atom | neutron | chloroplast | protein enzyme 
7370 | hydrogen atom | neutron | chloroplast | carotenoid 
7370 | hydrogen atom | neutron | chloroplast | granum 
7370 | hydrogen atom | neutron | chloroplast | stroma 
7370 | hydrogen atom | neutron | chloroplast | protein enzyme 
7370 | hydrogen atom | neutron | chloroplast | ribosome 
7374 | cellulose | beta glucose | microtubule | tubulin 
7375 | cellulose | monomer | microtubule | tubulin 
7376 | cellulose | beta glucose | microtubule | tubulin 
7377 | cellulose | monomer | microtubule | tubulin 
7378 | cellulose | hydrogen atom | microtubule | tubulin 
7379 | cellulose | oxygen atom | microtubule | tubulin 
7380 | cellulose | oxygen atom | microtubule | tubulin 
7381 | light | photon | endoplasmic reticulum | ER membrane 
7381 | light | photon | endoplasmic reticulum | cisterna 
7381 | light | photon | endoplasmic reticulum | protein enzyme 
7381 | light | photon | endoplasmic reticulum | aqueous solution 
7381 | light | photon | endoplasmic reticulum | cisterna 
7392 | capsule | aqueous solution | hydrogenated vegetable oil | saturated fat 
7393 | organism | water | cell wall | carbohydrate 
7393 | organism | water | cell wall | protein 
7394 | maltose | hydrogen atom | hydroxide ion | oxygen atom 
7394 | maltose | hydrogen atom | hydroxide ion | hydrogen atom 
7395 | maltose | glucose | hydroxide ion | oxygen atom 
7395 | maltose | glucose | hydroxide ion | hydrogen atom 
7396 | maltose | glucose | hydroxide ion | oxygen atom 
7396 | maltose | glucose | hydroxide ion | hydrogen atom 
7397 | maltose | oxygen atom | hydroxide ion | oxygen atom 
7397 | maltose | oxygen atom | hydroxide ion | hydrogen atom 
7398 | maltose | oxygen atom | hydroxide ion | oxygen atom 
7398 | maltose | oxygen atom | hydroxide ion | hydrogen atom 
7422 | potassium ion | electron | hydrophilic substance | hydrophilic compound 
7423 | potassium ion | neutron | hydrophilic substance | hydrophilic compound 
7424 | potassium ion | proton | hydrophilic substance | hydrophilic compound 
7437 | cytoskeleton | intermediate filament | ionic compound | anion 
7437 | cytoskeleton | intermediate filament | ionic compound | cation 
7438 | cytoskeleton | microfilament | ionic compound | anion 
7438 | cytoskeleton | microfilament | ionic compound | cation 
7439 | cytoskeleton | microtubule | ionic compound | anion 
7439 | cytoskeleton | microtubule | ionic compound | cation 
7497 | mesophyll | mesophyll cell | hydrogenated vegetable oil | saturated fat 
7498 | mesophyll | mesophyll cell | hydrogenated vegetable oil | saturated fat 
7499 | mesophyll | mesophyll cell | hydrogenated vegetable oil | saturated fat 
7550 | bacterium | cytoplasm | microvillus | microfilament 
7551 | bacterium | cell wall | microvillus | microfilament 
7557 | unsaturated fatty acid | oxygen atom | adenylyl cyclase | polypeptide 
7558 | unsaturated fatty acid | oxygen atom | adenylyl cyclase | polypeptide 
7559 | unsaturated fatty acid | hydrogen atom | adenylyl cyclase | polypeptide 
7564 | transport membrane protein | polypeptide | light | photon 
7565 | transport membrane protein | hydrophobic amino acid | light | photon 
7566 | transport membrane protein | atom | light | photon 
7567 | transport membrane protein | monomer | light | photon 
7568 | transport membrane protein | polar amino acid | light | photon 
7590 | oxygen molecule | oxygen atom | buffered solution | buffer 
7591 | oxygen molecule | oxygen atom | buffered solution | buffer 
7600 | chloroplast membrane | phospholipid bilayer | hydrogenated vegetable oil | saturated fat 
7601 | chloroplast membrane | glycoprotein | hydrogenated vegetable oil | saturated fat 
7602 | chloroplast membrane | glycolipid | hydrogenated vegetable oil | saturated fat 
7603 | chloroplast membrane | saturated fatty acid | hydrogenated vegetable oil | saturated fat 
7605 | mitochondrion | mitochondrial membrane | water molecule | oxygen atom 
7605 | mitochondrion | mitochondrial membrane | water molecule | hydrogen atom 
7605 | mitochondrion | mitochondrial membrane | water molecule | hydrogen atom 
7606 | mitochondrion | protein enzyme | water molecule | oxygen atom 
7606 | mitochondrion | protein enzyme | water molecule | hydrogen atom 
7606 | mitochondrion | protein enzyme | water molecule | hydrogen atom 
7607 | mitochondrion | MRNA | water molecule | oxygen atom 
7607 | mitochondrion | MRNA | water molecule | hydrogen atom 
7607 | mitochondrion | MRNA | water molecule | hydrogen atom 
7608 | mitochondrion | ribosome | water molecule | oxygen atom 
7608 | mitochondrion | ribosome | water molecule | hydrogen atom 
7608 | mitochondrion | ribosome | water molecule | hydrogen atom 
7609 | mitochondrion | protein enzyme | water molecule | oxygen atom 
7609 | mitochondrion | protein enzyme | water molecule | hydrogen atom 
